Time (s)	1.000000e+04	dt_sampled - EXTRA_TIME	3.750000e+03
 i	 Vol	 Z	 Uavg	 Vavg	 Wavg	 Urms	 Vrms	 Wrms	 UVmean	 UWmean	 VWmean
109	1.440000e+05	1.362459e+02	7.233090e+00	4.923100e-01	9.238980e-05	2.053435e-01	1.947688e-01	1.486910e-01	-2.839248e-03	-1.250313e-02	4.100146e-03
111	1.440000e+05	1.387519e+02	7.248825e+00	4.847152e-01	-8.176529e-05	2.051005e-01	1.915494e-01	1.471390e-01	-3.490531e-03	-1.231548e-02	4.032926e-03
113	1.440000e+05	1.412593e+02	7.264211e+00	4.773470e-01	7.818291e-05	2.051179e-01	1.874585e-01	1.453958e-01	-4.237371e-03	-1.212585e-02	3.977526e-03
115	1.440000e+05	1.437448e+02	7.278393e+00	4.711814e-01	-6.884360e-05	2.049323e-01	1.831805e-01	1.435824e-01	-4.900728e-03	-1.194144e-02	3.932422e-03
117	1.440000e+05	1.462555e+02	7.291924e+00	4.650657e-01	6.042438e-05	2.049334e-01	1.789168e-01	1.417675e-01	-5.291766e-03	-1.174807e-02	3.888658e-03
119	1.440000e+05	1.487392e+02	7.305073e+00	4.587662e-01	-5.072674e-05	2.045157e-01	1.743477e-01	1.399187e-01	-5.618312e-03	-1.156216e-02	3.845776e-03
121	1.440000e+05	1.512560e+02	7.317941e+00	4.520598e-01	4.704835e-05	2.039221e-01	1.699345e-01	1.382474e-01	-6.026657e-03	-1.137102e-02	3.800039e-03
123	1.440000e+05	1.537382e+02	7.330429e+00	4.451711e-01	-3.929837e-05	2.038267e-01	1.663065e-01	1.367558e-01	-6.218669e-03	-1.118973e-02	3.764927e-03
125	1.440000e+05	1.562517e+02	7.342259e+00	4.380216e-01	3.379724e-05	2.042248e-01	1.644672e-01	1.352909e-01	-6.352403e-03	-1.099615e-02	3.734852e-03
127	1.440000e+05	1.587321e+02	7.354206e+00	4.302199e-01	-3.148409e-05	2.042258e-01	1.639727e-01	1.338249e-01	-6.543782e-03	-1.080583e-02	3.701779e-03
129	1.440000e+05	1.612682e+02	7.366259e+00	4.220926e-01	2.348842e-05	2.031830e-01	1.639005e-01	1.323321e-01	-6.857322e-03	-1.061605e-02	3.675186e-03
131	1.440000e+05	1.637469e+02	7.378037e+00	4.140676e-01	-1.800672e-05	2.015759e-01	1.633392e-01	1.308120e-01	-7.067579e-03	-1.043587e-02	3.644442e-03
133	1.440000e+05	1.662625e+02	7.389524e+00	4.057239e-01	1.018391e-05	1.997739e-01	1.626426e-01	1.292370e-01	-7.228515e-03	-1.025114e-02	3.615230e-03
135	1.440000e+05	1.687400e+02	7.401619e+00	3.976499e-01	-3.037418e-06	1.975782e-01	1.617888e-01	1.276841e-01	-7.433049e-03	-1.006428e-02	3.579688e-03
137	1.440000e+05	1.712611e+02	7.414272e+00	3.901715e-01	-2.733664e-06	1.943798e-01	1.607060e-01	1.260728e-01	-7.620623e-03	-9.888815e-03	3.553473e-03
