Time (s)	9.600000e+03	dt_sampled - EXTRA_TIME	3.600000e+03
 i	 Vol	 Z	 Uavg	 Vavg	 Wavg	 Urms	 Vrms	 Wrms	 UVmean	 UWmean	 VWmean
134	5.938874e+03	1.687498e+02	7.279869e+00	7.553575e-02	9.460956e-03	9.350101e-01	5.755493e-01	5.379626e-01	-5.920396e-02	-1.864001e-01	2.747678e-03
135	1.380611e+05	1.687502e+02	7.321066e+00	3.753784e-02	-4.206990e-04	9.491978e-01	6.033388e-01	5.689786e-01	-5.322593e-03	-2.242033e-01	-7.650162e-04
136	5.938872e+03	1.712499e+02	7.329247e+00	7.204421e-02	1.032026e-02	9.329929e-01	5.747853e-01	5.354599e-01	-5.858148e-02	-1.856771e-01	2.273437e-03
137	1.380611e+05	1.712499e+02	7.384916e+00	4.149783e-02	-4.352353e-04	9.505402e-01	6.015603e-01	5.667939e-01	-5.217166e-03	-2.231651e-01	-8.475999e-04
138	5.938872e+03	1.737498e+02	7.380100e+00	6.877830e-02	1.206509e-02	9.299675e-01	5.739710e-01	5.327987e-01	-5.792513e-02	-1.851166e-01	1.731225e-03
139	1.380610e+05	1.737507e+02	7.448868e+00	4.427514e-02	-5.277414e-04	9.504858e-01	6.005023e-01	5.646778e-01	-5.631984e-03	-2.218508e-01	-9.460095e-04
140	5.938872e+03	1.762498e+02	7.433941e+00	6.420889e-02	1.443091e-02	9.269121e-01	5.736483e-01	5.311850e-01	-5.893466e-02	-1.844016e-01	1.766553e-03
141	1.380609e+05	1.762499e+02	7.512864e+00	4.528732e-02	-6.235673e-04	9.492732e-01	5.990522e-01	5.628248e-01	-8.127113e-03	-2.200770e-01	-1.073800e-03
142	5.938890e+03	1.787498e+02	7.488779e+00	5.876080e-02	1.707124e-02	9.247243e-01	5.729700e-01	5.293254e-01	-6.112486e-02	-1.834950e-01	2.498901e-03
143	1.380610e+05	1.787502e+02	7.576106e+00	4.450838e-02	-7.414735e-04	9.475300e-01	5.965654e-01	5.611004e-01	-1.064867e-02	-2.182044e-01	-1.260893e-03
