Time (s)	9.600000e+03	dt_sampled - EXTRA_TIME	3.600000e+03
 i	 Vol	 Z	 Uavg	 Vavg	 Wavg	 Urms	 Vrms	 Wrms	 UVmean	 UWmean	 VWmean
95	1.440000e+05	1.187372e+02	1.294813e+01	-4.120398e-03	-1.700194e-04	5.747282e-01	2.529026e-01	2.435446e-01	-4.636082e-03	-3.112707e-02	-7.618361e-04
97	1.440000e+05	1.212618e+02	1.296996e+01	-6.303063e-03	1.564890e-04	5.701854e-01	2.528737e-01	2.421178e-01	-5.337230e-03	-3.094966e-02	-8.017401e-04
99	1.440000e+05	1.237618e+02	1.299201e+01	-8.732674e-03	-1.390652e-04	5.669116e-01	2.523949e-01	2.405778e-01	-5.447232e-03	-3.073020e-02	-8.713434e-04
101	1.440000e+05	1.262551e+02	1.301323e+01	-1.138486e-02	1.251073e-04	5.635113e-01	2.509319e-01	2.389370e-01	-4.603800e-03	-3.048613e-02	-9.816400e-04
103	1.440000e+05	1.287570e+02	1.303507e+01	-1.439074e-02	-1.196966e-04	5.601114e-01	2.490271e-01	2.372045e-01	-3.326516e-03	-3.020347e-02	-1.043842e-03
105	1.440000e+05	1.312533e+02	1.305728e+01	-1.666979e-02	1.105812e-04	5.559719e-01	2.473448e-01	2.352257e-01	-2.351721e-03	-2.994613e-02	-1.120693e-03
107	1.440000e+05	1.337573e+02	1.307909e+01	-1.787720e-02	-9.745848e-05	5.519406e-01	2.458142e-01	2.333734e-01	-1.499117e-03	-2.976291e-02	-1.236648e-03
109	1.440000e+05	1.362459e+02	1.310090e+01	-1.797065e-02	8.982007e-05	5.481034e-01	2.442764e-01	2.318659e-01	-9.304885e-04	-2.971915e-02	-1.346663e-03
111	1.440000e+05	1.387519e+02	1.312301e+01	-1.827425e-02	-7.570605e-05	5.444976e-01	2.423962e-01	2.306842e-01	-6.573747e-04	-2.976813e-02	-1.387265e-03
113	1.440000e+05	1.412593e+02	1.314585e+01	-1.808492e-02	7.158107e-05	5.410836e-01	2.410672e-01	2.297078e-01	-3.788642e-04	-2.982680e-02	-1.331601e-03
115	1.440000e+05	1.437448e+02	1.316803e+01	-1.769400e-02	-6.658834e-05	5.374796e-01	2.411742e-01	2.289296e-01	-5.274467e-05	-2.989818e-02	-1.380852e-03
117	1.440000e+05	1.462555e+02	1.319022e+01	-1.713372e-02	6.185407e-05	5.346369e-01	2.415465e-01	2.282202e-01	4.552254e-04	-2.994796e-02	-1.422390e-03
